epoch,train_loss,train_accuracy,val_loss,val_accuracy,optimizer,seed,lr
18,0.1846325123001028,0.9313333333333333,0.21516087130705516,0.9213333333333333,sgd,2,0.01
19,0.17865327001280254,0.9341851851851852,0.2245290850798289,0.9178333333333333,sgd,2,0.01
20,0.1750627910207819,0.9349814814814815,0.2293999392390251,0.9185,sgd,2,0.01
1,0.7774453884760538,0.7085925925925926,0.4482296944459279,0.8348333333333333,sgd,3,0.01
2,0.4777338254628358,0.8267407407407408,0.3653015558719635,0.8656666666666667,sgd,3,0.01
3,0.40023296154869925,0.8556481481481482,0.3421396287282308,0.8703333333333333,sgd,3,0.01
4,0.35975910962952506,0.8708148148148148,0.3009257109562556,0.8886666666666667,sgd,3,0.01
5,0.333504928889098,0.8807962962962963,0.2896391318241755,0.8885,sgd,3,0.01
6,0.3110384259047332,0.8876851851851851,0.274522179722786,0.8971666666666667,sgd,3,0.01
7,0.2930615320912114,0.8954444444444445,0.2567614316542943,0.9088333333333334,sgd,3,0.01
8,0.2780690735887598,0.9001481481481481,0.2563377432823181,0.907,sgd,3,0.01
9,0.2636319188453533,0.9039814814814815,0.2522184808254242,0.9076666666666666,sgd,3,0.01
10,0.2538603298465411,0.9088518518518518,0.24479514503479005,0.9115,sgd,3,0.01
11,0.2411915223068661,0.9122592592592592,0.2460508684118589,0.9075,sgd,3,0.01
12,0.23298097030321757,0.9152222222222223,0.24060604373613995,0.9128333333333334,sgd,3,0.01
13,0.22442995797704768,0.9185925925925926,0.2382327749331792,0.9105,sgd,3,0.01
14,0.2160159552141472,0.9203518518518519,0.2318734999895096,0.9126666666666666,sgd,3,0.01
15,0.2086768662488019,0.9241481481481482,0.22911090755462646,0.9158333333333334,sgd,3,0.01
16,0.1992424388417491,0.9264629629629629,0.23531752163171768,0.9126666666666666,sgd,3,0.01
17,0.19202800662870761,0.9301296296296296,0.2525677620569865,0.9106666666666666,sgd,3,0.01
18,0.18398400923499356,0.9329814814814815,0.24278586083650588,0.9115,sgd,3,0.01
19,0.17723663427653136,0.9356111111111111,0.2254404392838478,0.9165,sgd,3,0.01
20,0.17186155253428,0.9366481481481481,0.22918449272712071,0.9211666666666667,sgd,3,0.01
1,0.5417244097391765,0.8022777777777778,0.33534829624493917,0.8765,adam,1,0.003
2,0.35597716152226483,0.8723333333333333,0.3004756687482198,0.8905,adam,1,0.003
3,0.30645151899479056,0.8890555555555556,0.2945243571996689,0.8836666666666667,adam,1,0.003
4,0.2835408714435719,0.8972407407407408,0.2490340429941813,0.9055,adam,1,0.003
5,0.26284670329976967,0.905537037037037,0.2506069072882334,0.9073333333333333,adam,1,0.003
6,0.24706370302041372,0.9108333333333334,0.2504060558080673,0.9111666666666667,adam,1,0.003
7,0.23531509839605402,0.9140370370370371,0.2622196482817332,0.9091666666666667,adam,1,0.003
8,0.2194157381190194,0.9196111111111112,0.25769603888193765,0.9118333333333334,adam,1,0.003
9,0.21107342314720154,0.9209814814814815,0.23794584168990454,0.9155,adam,1,0.003
10,0.2033377039388374,0.9256481481481481,0.2580076047182083,0.9038333333333334,adam,1,0.003
11,0.193716800460109,0.928,0.253698428551356,0.9125,adam,1,0.003
12,0.18929313362527778,0.9278333333333333,0.2551751848856608,0.9131666666666667,adam,1,0.003
13,0.175164679882703,0.9331481481481482,0.27484841614961625,0.912,adam,1,0.003
14,0.17381566685438157,0.934,0.2723421692252159,0.9135,adam,1,0.003
15,0.16890347940502343,0.9354444444444444,0.27580667225519817,0.9165,adam,1,0.003
16,0.16571290906270345,0.9368703703703704,0.2763470797340075,0.9171666666666667,adam,1,0.003
17,0.1579916695908264,0.9394074074074074,0.30467734089493753,0.9118333333333334,adam,1,0.003
18,0.15275655158140042,0.9417777777777778,0.3039165375630061,0.915,adam,1,0.003
19,0.15001164213595566,0.9426111111111111,0.28815840486685435,0.9173333333333333,adam,1,0.003
20,0.14983684151040183,0.9428518518518518,0.29603090649843217,0.9126666666666666,adam,1,0.003
1,0.5224556727497666,0.8113888888888889,0.3361466612815857,0.868,adam,2,0.003
2,0.34449252057958535,0.8770370370370371,0.27355550905068715,0.9018333333333334,adam,2,0.003
3,0.2997207879004655,0.8918333333333334,0.24789604540665944,0.9108333333333334,adam,2,0.003
4,0.27363405651516387,0.9006851851851851,0.2451585395336151,0.91,adam,2,0.003
5,0.2515148841407564,0.9098888888888889,0.2446801804304123,0.9131666666666667,adam,2,0.003
6,0.23739351331746136,0.9134629629629629,0.24328170251846312,0.9135,adam,2,0.003
7,0.22580964529072797,0.9163518518518519,0.2501549516121546,0.9098333333333334,adam,2,0.003
8,0.21503088238504198,0.9204814814814815,0.2485210767785708,0.9166666666666666,adam,2,0.003
9,0.2026748704623293,0.9241851851851852,0.2380092894633611,0.9148333333333334,adam,2,0.003
10,0.19586515834154905,0.9272777777777778,0.2574577368100484,0.9171666666666667,adam,2,0.003
11,0.18809881314524898,0.9273888888888889,0.25652698041995364,0.9171666666666667,adam,2,0.003
12,0.17941786582602395,0.9314444444444444,0.26228767649332685,0.9156666666666666,adam,2,0.003
13,0.17545248835616642,0.9326296296296296,0.26954847876230875,0.9185,adam,2,0.003
14,0.16643525726927652,0.9367592592592593,0.2700861051082611,0.9146666666666666,adam,2,0.003
15,0.16222881894641453,0.9382592592592592,0.27111584202448524,0.9185,adam,2,0.003
16,0.16051640124674196,0.9393518518518519,0.2837503721117973,0.918,adam,2,0.003
17,0.15412183173497518,0.9406481481481481,0.2841602409084638,0.9185,adam,2,0.003
18,0.1512596050887196,0.9425185185185185,0.3021783162355423,0.9176666666666666,adam,2,0.003
19,0.1476286412941085,0.9430740740740741,0.2933839786052704,0.9166666666666666,adam,2,0.003
20,0.13981282047430674,0.9458148148148148,0.3260564386844635,0.9208333333333333,adam,2,0.003
1,0.5151905139022404,0.8122777777777778,0.3155244425535202,0.882,adam,3,0.003
2,0.3419360880101169,0.8782037037037037,0.2785140620867411,0.8965,adam,3,0.003
3,0.2968216443679951,0.894425925925926,0.2597991776069005,0.8995,adam,3,0.003
4,0.27047194673396924,0.902,0.23712111735343933,0.912,adam,3,0.003
5,0.2531283127643444,0.908,0.24442224482695263,0.9111666666666667,adam,3,0.003
6,0.2366518885559506,0.9126851851851852,0.2324671319524447,0.9168333333333333,adam,3,0.003
7,0.22453918381090518,0.9169259259259259,0.24458738525708518,0.9106666666666666,adam,3,0.003
8,0.2068106291801841,0.9225185185185185,0.25053476413091025,0.913,adam,3,0.003
9,0.19909160361245826,0.9259074074074074,0.27914875572919845,0.91,adam,3,0.003
10,0.19019821161473238,0.9291481481481482,0.24925775078932444,0.916,adam,3,0.003
11,0.18010805007704983,0.9324814814814815,0.254473406235377,0.9143333333333333,adam,3,0.003
12,0.17423840951919556,0.9346111111111111,0.27381237836678823,0.919,adam,3,0.003
13,0.16676673271920947,0.9363703703703704,0.2742870157162348,0.9178333333333333,adam,3,0.003
14,0.1606193139332312,0.9385,0.27794024415810903,0.9178333333333333,adam,3,0.003
15,0.1583056816237944,0.9387962962962964,0.28186093997955325,0.9153333333333333,adam,3,0.003
16,0.1510839538761863,0.9412222222222222,0.31162851959466936,0.9065,adam,3,0.003
17,0.14822698186724273,0.9429444444444445,0.30345141925414404,0.917,adam,3,0.003
18,0.14072457491744447,0.9461851851851852,0.3158905360500018,0.9145,adam,3,0.003
19,0.1431336416557983,0.9452037037037037,0.2754621828993162,0.9168333333333333,adam,3,0.003
20,0.13794328640346173,0.9470185185185185,0.30625022492806114,0.9158333333333334,adam,3,0.003
1,0.6272653341646548,0.7817222222222222,0.3388305660088857,0.8755,rmsprop,1,0.003
2,0.3779458216031392,0.8661666666666666,0.2936196831862132,0.8885,rmsprop,1,0.003
3,0.3270286941881533,0.883425925925926,0.27266890251636505,0.8975,rmsprop,1,0.003
4,0.3029632220621462,0.8916111111111111,0.2678304186264674,0.9013333333333333,rmsprop,1,0.003
5,0.2845348964267307,0.8982962962962963,0.29687329069773355,0.891,rmsprop,1,0.003
6,0.27308249396748013,0.9016111111111111,0.2876462876399358,0.893,rmsprop,1,0.003
7,0.2630198961717111,0.9048703703703703,0.27001124747594196,0.9041666666666667,rmsprop,1,0.003
8,0.25447243238378453,0.907537037037037,0.2663245177268982,0.9071666666666667,rmsprop,1,0.003
9,0.24911973177503657,0.9084814814814814,0.25552727870146436,0.9051666666666667,rmsprop,1,0.003
10,0.24017776613323777,0.912962962962963,0.2691926337083181,0.9076666666666666,rmsprop,1,0.003
11,0.23606944010875844,0.9149444444444444,0.28434060303370157,0.9025,rmsprop,1,0.003
12,0.234695895270065,0.9152962962962963,0.26770095306634906,0.903,rmsprop,1,0.003
13,0.22650039965576596,0.9170555555555555,0.2745268990198771,0.901,rmsprop,1,0.003
14,0.2241055977212058,0.9168703703703703,0.2811490573485692,0.9005,rmsprop,1,0.003
15,0.22100105995822836,0.9197407407407407,0.2858451106150945,0.9103333333333333,rmsprop,1,0.003
16,0.2157287433191582,0.9194629629629629,0.3083181326786677,0.9095,rmsprop,1,0.003
17,0.21838725161993944,0.9205185185185185,0.2704142508506775,0.9105,rmsprop,1,0.003
18,0.21108162931601207,0.9215925925925926,0.27414081982771554,0.9103333333333333,rmsprop,1,0.003
19,0.20949569560642595,0.9221666666666667,0.3009940950870514,0.9063333333333333,rmsprop,1,0.003
20,0.2079899084523872,0.9231666666666667,0.31050220052401223,0.8995,rmsprop,1,0.003
1,0.6895581601813987,0.7683333333333333,0.3719878009955088,0.8545,rmsprop,2,0.003
2,0.3982355367695844,0.8563518518518518,0.3067702291806539,0.8856666666666667,rmsprop,2,0.003
3,0.3448715028056392,0.8766296296296296,0.2850581829945246,0.8946666666666667,rmsprop,2,0.003
4,0.31730483252913866,0.8845740740740741,0.2733007254203161,0.8976666666666666,rmsprop,2,0.003
5,0.3001661693873229,0.8924444444444445,0.2718047135273616,0.9011666666666667,rmsprop,2,0.003
6,0.2862043747901917,0.8961111111111111,0.25919499440987903,0.9076666666666666,rmsprop,2,0.003
7,0.2767071087801898,0.8996296296296297,0.265811263302962,0.9046666666666666,rmsprop,2,0.003
8,0.2678229830176742,0.9020925925925926,0.2504383704662323,0.9071666666666667,rmsprop,2,0.003
9,0.25771599642877224,0.905962962962963,0.24789529766639073,0.9145,rmsprop,2,0.003
10,0.2522884618971083,0.9072222222222223,0.2657226241032283,0.8998333333333334,rmsprop,2,0.003
11,0.2495321338000121,0.9091666666666667,0.2785020098288854,0.9041666666666667,rmsprop,2,0.003
12,0.23953315893809002,0.9114629629629629,0.2555446645418803,0.91,rmsprop,2,0.003
13,0.23802233544764695,0.9116111111111111,0.26015527053674065,0.9116666666666666,rmsprop,2,0.003
14,0.23179751246063798,0.9146481481481481,0.2566847645243009,0.9056666666666666,rmsprop,2,0.003
15,0.22983695476143448,0.9164074074074074,0.25041752511262894,0.9176666666666666,rmsprop,2,0.003
16,0.22877047545821577,0.9175925925925926,0.2557782620588938,0.912,rmsprop,2,0.003
17,0.22171827834182314,0.918537037037037,0.25375856188933055,0.9105,rmsprop,2,0.003
18,0.21902740603023105,0.9175185185185185,0.24696661307414372,0.9143333333333333,rmsprop,2,0.003
19,0.2197422542307112,0.9185740740740741,0.2710974217851957,0.9073333333333333,rmsprop,2,0.003
20,0.21414769509986595,0.9209814814814815,0.2605866839488347,0.9131666666666667,rmsprop,2,0.003
1,0.5495025934731519,0.8102407407407407,0.3437768003940582,0.8668333333333333,rmsprop,3,0.003
2,0.3472310409148534,0.8762407407407408,0.30055843993028003,0.8898333333333334,rmsprop,3,0.003
3,0.3000853870179918,0.8917962962962963,0.28436342465877534,0.8886666666666667,rmsprop,3,0.003
4,0.2778182798182523,0.8998518518518519,0.25101647412776945,0.9136666666666666,rmsprop,3,0.003
5,0.2620944954112724,0.9053148148148148,0.2760933522383372,0.9043333333333333,rmsprop,3,0.003
6,0.24630214986977753,0.9090555555555555,0.2476154847939809,0.9121666666666667,rmsprop,3,0.003
7,0.2365536089208391,0.9144074074074074,0.26646188394228615,0.908,rmsprop,3,0.003
8,0.2316012630948314,0.915537037037037,0.2647354619105657,0.9105,rmsprop,3,0.003
9,0.22134969051678977,0.9190555555555555,0.26723727528254193,0.9075,rmsprop,3,0.003
10,0.21525772984381075,0.9220555555555555,0.26452097737789154,0.916,rmsprop,3,0.003
11,0.20962646396954854,0.9231296296296296,0.2849239861766497,0.903,rmsprop,3,0.003
12,0.2078924312679856,0.9227037037037037,0.26508557883898415,0.9115,rmsprop,3,0.003
13,0.19810447948067278,0.9281296296296296,0.28121474651495615,0.9068333333333334,rmsprop,3,0.003
14,0.1981173530684577,0.9270925925925926,0.27497514681021373,0.9098333333333334,rmsprop,3,0.003
15,0.19729108020552882,0.9275,0.2734890857140223,0.912,rmsprop,3,0.003
16,0.19189540525498214,0.9298888888888889,0.28819292640686034,0.912,rmsprop,3,0.003
17,0.18718181509000284,0.9302592592592592,0.28222435049215955,0.9131666666666667,rmsprop,3,0.003
18,0.18720298461340093,0.9302592592592592,0.2906952794790268,0.9138333333333334,rmsprop,3,0.003
19,0.18218566209519352,0.9325555555555556,0.30281868343551954,0.906,rmsprop,3,0.003
20,0.1820188435956284,0.9334259259259259,0.3625291850765546,0.9061666666666667,rmsprop,3,0.003
